,Genes,Target_type
3794,SORT1,gata4_tbx5_combo_targets
3795,TRIB1,gata4_tbx5_combo_targets
3796,PYGB,gata4_tbx5_combo_targets
3797,TNC,gata4_tbx5_combo_targets
3798,SYNE1,gata4_tbx5_combo_targets
3799,EPHA3,gata4_tbx5_combo_targets
3800,SYNPO2L,gata4_tbx5_combo_targets
3801,SYTL2,gata4_tbx5_combo_targets
3802,CCBE1,gata4_tbx5_combo_targets
3803,FBXO32,gata4_tbx5_combo_targets
3804,SLC12A6,gata4_tbx5_combo_targets
3805,ESRRG,gata4_tbx5_combo_targets
3806,NLGN1,gata4_tbx5_combo_targets
3807,PAG1,gata4_tbx5_combo_targets
3808,TNS1,gata4_tbx5_combo_targets
3809,MASP1,gata4_tbx5_combo_targets
3810,LRRC10,gata4_tbx5_combo_targets
3811,FGF12,gata4_tbx5_combo_targets
3812,KIAA0319,gata4_tbx5_combo_targets
3813,EPB41L4A,gata4_tbx5_combo_targets
3814,PTPRM,gata4_tbx5_combo_targets
3815,LRP1B,gata4_tbx5_combo_targets
3816,DUSP6,gata4_tbx5_combo_targets
3817,KIF26B,gata4_tbx5_combo_targets
3818,KRT8,gata4_tbx5_combo_targets
3819,PLEKHA7,gata4_tbx5_combo_targets
3820,MAN1A1,gata4_tbx5_combo_targets
3821,CITED2,gata4_tbx5_combo_targets
3822,PLCL2,gata4_tbx5_combo_targets
3823,NEXN,gata4_tbx5_combo_targets
3824,ACOT11,gata4_tbx5_combo_targets
3825,ZFHX4,gata4_tbx5_combo_targets
3826,SLC1A3,gata4_tbx5_combo_targets
3827,LMOD3,gata4_tbx5_combo_targets
3828,ANKRD1,gata4_tbx5_combo_targets
3829,MED15,gata4_tbx5_combo_targets
3830,GMPR,gata4_tbx5_combo_targets
3831,FAT1,gata4_tbx5_combo_targets
3832,MKL1,gata4_tbx5_combo_targets
3833,LLPH,gata4_tbx5_combo_targets
3834,NFIB,gata4_tbx5_combo_targets
3835,DGKI,gata4_tbx5_combo_targets
3836,TNNC1,gata4_tbx5_combo_targets
3837,PRIMA1,gata4_tbx5_combo_targets
3838,ACTN2,gata4_tbx5_combo_targets
3839,MID2,gata4_tbx5_combo_targets
3840,ABCA1,gata4_tbx5_combo_targets
3841,,gata4_tbx5_combo_targets
3842,GJA5,gata4_tbx5_combo_targets
3843,MATN2,gata4_tbx5_combo_targets
3844,TUBA1C,gata4_tbx5_combo_targets
3845,ROBO2,gata4_tbx5_combo_targets
3846,INPP5A,gata4_tbx5_combo_targets
3847,OSBPL3,gata4_tbx5_combo_targets
3848,MYH7B,gata4_tbx5_combo_targets
3849,SUCLG2,gata4_tbx5_combo_targets
3850,ERG,gata4_tbx5_combo_targets
3851,TRIO,gata4_tbx5_combo_targets
3852,EPHA2,gata4_tbx5_combo_targets
3853,ATP8A2,gata4_tbx5_combo_targets
3854,PPAP2A,gata4_tbx5_combo_targets
3855,FOXP2,gata4_tbx5_combo_targets
3856,CALD1,gata4_tbx5_combo_targets
3857,ETS1,gata4_tbx5_combo_targets
3858,ODAM,gata4_tbx5_combo_targets
3859,SLC20A2,gata4_tbx5_combo_targets
3860,BTG2,gata4_tbx5_combo_targets
3861,COL1A2,gata4_tbx5_combo_targets
3862,ADAM22,gata4_tbx5_combo_targets
3863,CEP290,gata4_tbx5_combo_targets
3864,LTBP4,gata4_tbx5_combo_targets
3865,ADAMTS20,gata4_tbx5_combo_targets
3866,CLEC2D,gata4_tbx5_combo_targets
3867,PHLDA1,gata4_tbx5_combo_targets
3868,PDLIM5,gata4_tbx5_combo_targets
3869,PKP2,gata4_tbx5_combo_targets
3870,RAB17,gata4_tbx5_combo_targets
3871,MYL12B,gata4_tbx5_combo_targets
3872,STX11,gata4_tbx5_combo_targets
3873,MYL7,gata4_tbx5_combo_targets
3874,COL16A1,gata4_tbx5_combo_targets
3875,LRRC4,gata4_tbx5_combo_targets
3876,MYH11,gata4_tbx5_combo_targets
3877,NAV2,gata4_tbx5_combo_targets
3878,CCDC60,gata4_tbx5_combo_targets
3879,FAM13C,gata4_tbx5_combo_targets
3880,LAMA4,gata4_tbx5_combo_targets
3881,SPATS2L,gata4_tbx5_combo_targets
3882,MYOM1,gata4_tbx5_combo_targets
3883,FRY,gata4_tbx5_combo_targets
3884,LGMN,gata4_tbx5_combo_targets
3885,SYNE2,gata4_tbx5_combo_targets
3886,PHACTR1,gata4_tbx5_combo_targets
3887,CAMK2D,gata4_tbx5_combo_targets
3888,MAN1C1,gata4_tbx5_combo_targets
3889,SNCAIP,gata4_tbx5_combo_targets
3890,ST3GAL1,gata4_tbx5_combo_targets
3891,MYOT,gata4_tbx5_combo_targets
3892,LIN9,gata4_tbx5_combo_targets
3893,IGFBP7,gata4_tbx5_combo_targets
3894,VWC2,gata4_tbx5_combo_targets
3895,MAPRE2,gata4_tbx5_combo_targets
3896,CSRP1,gata4_tbx5_combo_targets
3897,GAS7,gata4_tbx5_combo_targets
3898,SLC30A3,gata4_tbx5_combo_targets
3899,RYR2,gata4_tbx5_combo_targets
3900,DMD,gata4_tbx5_combo_targets
3901,NID2,gata4_tbx5_combo_targets
3902,GJA3,gata4_tbx5_combo_targets
3903,MARK1,gata4_tbx5_combo_targets
3904,KCNIP4,gata4_tbx5_combo_targets
3905,TSHZ2,gata4_tbx5_combo_targets
3906,EFR3B,gata4_tbx5_combo_targets
3907,SLC22A23,gata4_tbx5_combo_targets
3908,DIAPH3,gata4_tbx5_combo_targets
3909,AKAP13,gata4_tbx5_combo_targets
3910,MYPN,gata4_tbx5_combo_targets
3911,PARK2,gata4_tbx5_combo_targets
3912,MFGE8,gata4_tbx5_combo_targets
3913,GADD45A,gata4_tbx5_combo_targets
3914,C1orf105,gata4_tbx5_combo_targets
3915,ANXA3,gata4_tbx5_combo_targets
3916,COL18A1,gata4_tbx5_combo_targets
3917,ADPRHL1,gata4_tbx5_combo_targets
3918,CSRP3,gata4_tbx5_combo_targets
3919,EIF4EBP1,gata4_tbx5_combo_targets
3920,TLN2,gata4_tbx5_combo_targets
3921,RASAL2,gata4_tbx5_combo_targets
3922,TRIM9,gata4_tbx5_combo_targets
3923,GADL1,gata4_tbx5_combo_targets
3924,CORIN,gata4_tbx5_combo_targets
3925,TECRL,gata4_tbx5_combo_targets
3926,DGKB,gata4_tbx5_combo_targets
3927,ARSJ,gata4_tbx5_combo_targets
3928,ROBO1,gata4_tbx5_combo_targets
3929,TMEM117,gata4_tbx5_combo_targets
3930,ASAH1,gata4_tbx5_combo_targets
3931,CDH13,gata4_tbx5_combo_targets
3932,AUTS2,gata4_tbx5_combo_targets
3933,COL14A1,gata4_tbx5_combo_targets
3934,FAM189A2,gata4_tbx5_combo_targets
3935,ITGA9,gata4_tbx5_combo_targets
3936,EXOG,gata4_tbx5_combo_targets
3937,BCL11A,gata4_tbx5_combo_targets
3938,INPP4B,gata4_tbx5_combo_targets
3939,SH3PXD2A,gata4_tbx5_combo_targets
3940,TMEM163,gata4_tbx5_combo_targets
3941,TMEM71,gata4_tbx5_combo_targets
3942,PID1,gata4_tbx5_combo_targets
3943,FRMD5,gata4_tbx5_combo_targets
3944,PLCL1,gata4_tbx5_combo_targets
3945,DNAH11,gata4_tbx5_combo_targets
3946,CELF2,gata4_tbx5_combo_targets
3947,FER1L6,gata4_tbx5_combo_targets
3948,ALPK3,gata4_tbx5_combo_targets
3949,PICALM,gata4_tbx5_combo_targets
3950,RBMS3,gata4_tbx5_combo_targets
3951,SFRP1,gata4_tbx5_combo_targets
3952,MAP1B,gata4_tbx5_combo_targets
3953,NEDD9,gata4_tbx5_combo_targets
3954,MGST3,gata4_tbx5_combo_targets
3955,ENOX2,gata4_tbx5_combo_targets
3956,OSBPL8,gata4_tbx5_combo_targets
3957,EDNRA,gata4_tbx5_combo_targets
3958,FBXO40,gata4_tbx5_combo_targets
3959,TACC2,gata4_tbx5_combo_targets
3960,HSPB3,gata4_tbx5_combo_targets
3961,LARGE,gata4_tbx5_combo_targets
3962,TMTC2,gata4_tbx5_combo_targets
3963,IL1RAPL1,gata4_tbx5_combo_targets
3964,IRS1,gata4_tbx5_combo_targets
3965,EXOC6B,gata4_tbx5_combo_targets
3966,SMPX,gata4_tbx5_combo_targets
3967,RPA1,gata4_tbx5_combo_targets
3968,CYB5R1,gata4_tbx5_combo_targets
3969,MEF2C,gata4_tbx5_combo_targets
3970,FITM1,gata4_tbx5_combo_targets
3971,ZNF217,gata4_tbx5_combo_targets
3972,PALLD,gata4_tbx5_combo_targets
3973,FSD2,gata4_tbx5_combo_targets
3974,CPEB4,gata4_tbx5_combo_targets
3975,UNC45B,gata4_tbx5_combo_targets
3976,NTN4,gata4_tbx5_combo_targets
3977,PDGFB,gata4_tbx5_combo_targets
3978,ACACB,gata4_tbx5_combo_targets
3979,SLC4A4,gata4_tbx5_combo_targets
3980,DNAJB5,gata4_tbx5_combo_targets
3981,RAPGEF2,gata4_tbx5_combo_targets
3982,PHLDB2,gata4_tbx5_combo_targets
3983,SLIT3,gata4_tbx5_combo_targets
3984,WDR35,gata4_tbx5_combo_targets
3985,CTTNBP2,gata4_tbx5_combo_targets
3986,ATP11A,gata4_tbx5_combo_targets
3987,RNF150,gata4_tbx5_combo_targets
3988,ENPP1,gata4_tbx5_combo_targets
3989,EZR,gata4_tbx5_combo_targets
3990,PHACTR2,gata4_tbx5_combo_targets
3991,DSP,gata4_tbx5_combo_targets
3992,WEE1,gata4_tbx5_combo_targets
3993,MGAT4C,gata4_tbx5_combo_targets
3994,ZNF423,gata4_tbx5_combo_targets
3995,CAB39L,gata4_tbx5_combo_targets
3996,LMOD2,gata4_tbx5_combo_targets
3997,PFKM,gata4_tbx5_combo_targets
3998,MOXD1,gata4_tbx5_combo_targets
3999,LGALS3,gata4_tbx5_combo_targets
4000,AGPAT9,gata4_tbx5_combo_targets
4001,NTRK3,gata4_tbx5_combo_targets
4002,ITPRIP,gata4_tbx5_combo_targets
4003,DHRS7C,gata4_tbx5_combo_targets
4004,SCN5A,gata4_tbx5_combo_targets
4005,ANK3,gata4_tbx5_combo_targets
4006,DLG2,gata4_tbx5_combo_targets
4007,KIAA0528,gata4_tbx5_combo_targets
4008,DNAH6,gata4_tbx5_combo_targets
4009,FGF18,gata4_tbx5_combo_targets
4010,C3orf37,gata4_tbx5_combo_targets
4011,PLCB2,gata4_tbx5_combo_targets
4012,ITGAV,gata4_tbx5_combo_targets
4013,RGS3,gata4_tbx5_combo_targets
4014,C18orf1,gata4_tbx5_combo_targets
4015,PFKP,gata4_tbx5_combo_targets
4016,OTOGL,gata4_tbx5_combo_targets
4017,KANK1,gata4_tbx5_combo_targets
4018,PCDH9,gata4_tbx5_combo_targets
4019,FREM1,gata4_tbx5_combo_targets
4020,HCN4,gata4_tbx5_combo_targets
4021,DDAH1,gata4_tbx5_combo_targets
4022,ZNF521,gata4_tbx5_combo_targets
4023,ADCY5,gata4_tbx5_combo_targets
4024,PDE10A,gata4_tbx5_combo_targets
4025,GPRIN3,gata4_tbx5_combo_targets
4026,LAMA2,gata4_tbx5_combo_targets
4027,CKMT2,gata4_tbx5_combo_targets
4028,FAT3,gata4_tbx5_combo_targets
4029,HTR4,gata4_tbx5_combo_targets
4030,GAPDH,housekeeping_genes
4031,CHMP2A,housekeeping_genes
4032,EMC7,housekeeping_genes
4033,GPI,housekeeping_genes
4034,PSMB2,housekeeping_genes
4035,PSMB4,housekeeping_genes
4036,RAB7A,housekeeping_genes
4037,REEP5,housekeeping_genes
4038,SNRPD3,housekeeping_genes
4039,VCP,housekeeping_genes
4040,VPS29,housekeeping_genes
